State,District,SubDistrict,VillageName,Population,Area_Hectares,Literacy_Rate
Karnataka,Belgaum,Belgaum Taluka,Haripur 1103,8571,1899.85,76.06
Karnataka,Belgaum,Belgaum Taluka,Kala Kalan 1104,6638,1864.25,60.01
Bihar,Purnia,Purnia Taluka,Kala Gaon 1105,14254,2469.22,93.95
Uttar Pradesh,Agra,Agra Taluka,Hari Gaon 1106,12440,4675.6,93.87
Uttar Pradesh,Agra,Agra Taluka,Naya Wadi 1107,13507,2216.37,90.21
Rajasthan,Udaipur,Udaipur Taluka,Pura Khurd 1108,9628,2120.6,54.72
Gujarat,Vadodara,Vadodara Taluka,Pura Garh 1109,9845,3145.82,70.11
Bihar,Muzaffarpur,Muzaffarpur Taluka,Lal Wadi 1110,5016,522.87,66.99
West Bengal,Howrah,Howrah Taluka,Puragarh 1111,11333,701.87,40.49
Rajasthan,Jaipur,Jaipur Taluka,Kala Peta 1112,13857,4987.94,85.19
West Bengal,Darjeeling,Darjeeling Taluka,Moti Khurd 1113,6959,3258.31,46.3
Tamil Nadu,Chennai,Chennai Taluka,Chhoti Halli 1114,9409,811.73,75.82
Bihar,Gaya,Gaya Taluka,Kalapeta 1115,7514,4784.84,68.03
Tamil Nadu,Coimbatore,Coimbatore Taluka,Kala Pur 1116,3091,1117.5,66.87
Punjab,Jalandhar,Jalandhar Taluka,Badi Khurd 1117,5204,4174.7,40.46
Uttar Pradesh,Kanpur,Kanpur Taluka,Harihalli 1118,4017,2699.78,48.1
Gujarat,Rajkot,Rajkot Taluka,Chhotinagar 1119,10977,1495.22,71.18
Rajasthan,Jaipur,Jaipur Taluka,Lalgaon 1120,3556,3404.98,
West Bengal,Siliguri,Siliguri Taluka,Chhoti Wadi 1121,1981,191.66,43.28
Haryana,Panipat,Panipat Taluka,Chhoti Gaon 1122,6184,3299.79,84.67
Maharashtra,Thane,Thane Taluka,Lalgaon 1123,9374,2485.83,53.93
Gujarat,Bhavnagar,Bhavnagar Taluka,Lal Nagar 1124,12734,1368.29,47.88
Rajasthan,Jaipur,Jaipur Taluka,Badigaon 1125,13782,2857.9,62.73
Uttar Pradesh,Agra,Agra Taluka,Lalpur 1126,13335,3242.7,49.56
Karnataka,Mysore,Mysore Taluka,Hari Nagar 1127,3812,2261.36,42.35
Punjab,Jalandhar,Jalandhar Taluka,Lalkhurd 1128,2054,816.76,57.95
Punjab,Amritsar,Amritsar Taluka,Chhoti Kalan 1129,5197,603.14,87.56
Uttar Pradesh,Kanpur,Kanpur Taluka,Lalkhurd 1130,4344,3282.04,71.25
Tamil Nadu,Coimbatore,Coimbatore Taluka,Naya Khurd 1131,7414,4779.27,64.74
Rajasthan,Kota,Kota Taluka,Nayanagar 1132,4966,2257.18,92.01
Punjab,Jalandhar,Jalandhar Taluka,Moti Nagar 1133,13381,221.23,64.14
Bihar,Patna,Patna Taluka,Lalkalan 1134,14848,506.2,86.4
Punjab,Jalandhar,Jalandhar Taluka,Lal Nagar 1135,1478,145.18,67.61
Uttar Pradesh,Lucknow,Lucknow Taluka,Naya Nagar 1136,10164,4826.27,42.23
Karnataka,Hubli,Hubli Taluka,Lal Kalan 1137,4092,2844.66,
Haryana,Ambala,Ambala Taluka,Chhotikhurd 1138,2327,3081.13,45.67
Punjab,Jalandhar,Jalandhar Taluka,Lal Nagar 1139,10505,155.28,87.31
Maharashtra,Pune,Pune Taluka,Lalwadi 1140,6349,3248.93,58.28
Uttar Pradesh,Meerut,Meerut Taluka,Nayagarh 1141,7854,1025.27,88.1
Haryana,Panipat,Panipat Taluka,Nava Nagar 1142,,3794.57,48.68
Haryana,Rohtak,Rohtak Taluka,Nava Garh 1143,3302,4136.14,59.39
Haryana,Panipat,Panipat Taluka,Navagaon 1144,5202,4872.65,78.19
Haryana,Faridabad,Faridabad Taluka,Badi Garh 1145,9779,129.79,84.21
Punjab,Amritsar,Amritsar Taluka,Hari Garh 1146,9088,1861.35,53.23
Uttar Pradesh,Meerut,Meerut Taluka,Badigarh 1147,6404,3482.83,79.31
Bihar,Gaya,Gaya Taluka,Puranagar 1148,4206,4204.6,77.31
Rajasthan,Ajmer,Ajmer Taluka,Chhoti Garh 1149,1861,2789.24,66.44
Maharashtra,Pune,Pune Taluka,Naya Garh 1150,3257,1723.07,
Bihar,Patna,Patna Taluka,Badigaon 1151,2076,1008.83,82.88
West Bengal,Kolkata,Kolkata Taluka,Navapur 1152,,4298.59,41.0
West Bengal,Howrah,Howrah Taluka,Purakalan 1153,,3519.74,45.54
Tamil Nadu,Chennai,Chennai Taluka,Navapeta 1154,6556,110.85,
Tamil Nadu,Salem,Salem Taluka,Kala Peta 1155,11202,1727.6,53.33
Tamil Nadu,Chennai,Chennai Taluka,Nava Garh 1156,10651,911.05,87.87
West Bengal,Durgapur,Durgapur Taluka,Kalagarh 1157,12032,4517.58,43.73
Haryana,Rohtak,Rohtak Taluka,Pura Garh 1158,5819,1596.95,54.75
West Bengal,Darjeeling,Darjeeling Taluka,Harikalan 1159,13970,4579.43,44.76
Haryana,Panipat,Panipat Taluka,Lal Wadi 1160,1467,2845.28,70.91
West Bengal,Durgapur,Durgapur Taluka,Chhoti Gaon 1161,5105,1404.97,84.61
Rajasthan,Udaipur,Udaipur Taluka,Pura Halli 1162,10174,331.46,40.93
Tamil Nadu,Coimbatore,Coimbatore Taluka,Nayakalan 1163,1205,627.3,62.57
Uttar Pradesh,Lucknow,Lucknow Taluka,Harihalli 1164,4949,1110.65,73.08
Maharashtra,Pune,Pune Taluka,Badi Kalan 1165,807,4034.69,67.47
Bihar,Patna,Patna Taluka,Nayanagar 1166,2269,3958.15,93.6
Rajasthan,Jodhpur,Jodhpur Taluka,Nava Nagar 1167,12501,4867.87,56.95
West Bengal,Siliguri,Siliguri Taluka,Puragarh 1168,13696,4955.01,64.26
Tamil Nadu,Chennai,Chennai Taluka,Motipeta 1169,4253,733.9,54.19
Uttar Pradesh,Lucknow,Lucknow Taluka,Nayahalli 1170,4326,978.5,45.57
Uttar Pradesh,Kanpur,Kanpur Taluka,Badikhurd 1171,6120,4284.74,83.51
West Bengal,Siliguri,Siliguri Taluka,Nayagarh 1172,12079,4986.42,
West Bengal,Howrah,Howrah Taluka,Hari Gaon 1173,13226,403.5,42.26
Gujarat,Ahmedabad,Ahmedabad Taluka,Chhotinagar 1174,1174,3993.76,67.73
Gujarat,Ahmedabad,Ahmedabad Taluka,Kalawadi 1175,7644,1367.28,86.51
West Bengal,Kolkata,Kolkata Taluka,Hari Pur 1176,8259,2045.66,86.93
Karnataka,Belgaum,Belgaum Taluka,Chhotiwadi 1177,11752,3941.39,62.7
Rajasthan,Jodhpur,Jodhpur Taluka,Hari Halli 1178,7995,3798.02,72.26
Punjab,Patiala,Patiala Taluka,Pura Pur 1179,11117,1932.31,52.82
Rajasthan,Jaipur,Jaipur Taluka,Nava Pur 1180,9142,1039.23,92.19
Bihar,Patna,Patna Taluka,Naya Pur 1181,13221,4807.18,64.45
Punjab,Jalandhar,Jalandhar Taluka,Chhotinagar 1182,3859,4405.97,90.02
Karnataka,Bangalore,Bangalore Taluka,Hari Wadi 1183,13444,3176.1,48.4
Karnataka,Mangalore,Mangalore Taluka,Nava Garh 1184,14259,2199.85,76.0
Tamil Nadu,Chennai,Chennai Taluka,Lal Kalan 1185,9547,3395.67,91.52
Haryana,Rohtak,Rohtak Taluka,Nayagaon 1186,5561,1206.25,92.3
Karnataka,Mysore,Mysore Taluka,Hari Kalan 1187,8186,387.25,65.99
Tamil Nadu,Salem,Salem Taluka,Nava Garh 1188,4167,1735.13,66.66
Punjab,Jalandhar,Jalandhar Taluka,Lalpeta 1189,12120,692.46,70.5
Tamil Nadu,Coimbatore,Coimbatore Taluka,Badihalli 1190,5853,4284.87,41.43
Haryana,Gurugram,Gurugram Taluka,Lalkhurd 1191,14399,1124.93,66.39
Maharashtra,Thane,Thane Taluka,Pura Peta 1192,,1843.6,55.61
Tamil Nadu,Chennai,Chennai Taluka,Badiwadi 1193,13041,4807.1,40.13
Tamil Nadu,Chennai,Chennai Taluka,Harinagar 1194,10579,819.59,61.78
Uttar Pradesh,Meerut,Meerut Taluka,Kalakalan 1195,853,898.73,66.92
Haryana,Ambala,Ambala Taluka,Hari Gaon 1196,,616.65,77.07
Bihar,Gaya,Gaya Taluka,Badinagar 1197,2803,293.91,66.26
Rajasthan,Udaipur,Udaipur Taluka,Motipeta 1198,3011,4122.21,63.63
Punjab,Amritsar,Amritsar Taluka,Badi Peta 1199,10841,4096.72,87.76
West Bengal,Kolkata,Kolkata Taluka,Nayahalli 1200,,2080.6,
Maharashtra,Pune,Pune Taluka,Nayawadi 1201,3223,3303.29,80.97
Haryana,Panipat,Panipat Taluka,Nayapeta 1202,5067,1995.95,45.87
Haryana,Panipat,Panipat Taluka,Navagaon 1203,684,3280.73,86.21
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Taluka,Navakalan 1204,13982,3166.75,76.21
Bihar,Muzaffarpur,Muzaffarpur Taluka,Lalkhurd 1205,4783,503.67,
Rajasthan,Jaipur,Jaipur Taluka,Chhoti Kalan 1206,12800,4136.69,89.06
Uttar Pradesh,Agra,Agra Taluka,Motipur 1207,3835,2823.1,
Maharashtra,Nagpur,Nagpur Taluka,Badi Gaon 1208,9878,1965.9,85.01
West Bengal,Kolkata,Kolkata Taluka,Puranagar 1209,5180,2311.46,86.69
Uttar Pradesh,Agra,Agra Taluka,Lalkalan 1210,13305,1246.03,59.88
Maharashtra,Mumbai,Mumbai Taluka,Chhoti Pur 1211,8618,2449.06,76.72
Maharashtra,Thane,Thane Taluka,Nava Garh 1212,9127,3480.35,80.06
Maharashtra,Mumbai,Mumbai Taluka,Pura Halli 1213,2547,4745.05,66.76
Rajasthan,Udaipur,Udaipur Taluka,Lal Wadi 1214,6229,1114.7,47.82
Haryana,Rohtak,Rohtak Taluka,Kala Wadi 1215,14671,3736.32,88.99
Gujarat,Surat,Surat Taluka,Chhoti Peta 1216,3483,4276.37,57.0
Punjab,Bathinda,Bathinda Taluka,Kalanagar 1217,5585,3340.76,
Haryana,Rohtak,Rohtak Taluka,Badipur 1218,10061,4681.02,86.96
West Bengal,Kolkata,Kolkata Taluka,Nava Garh 1219,2864,468.01,82.18
Tamil Nadu,Salem,Salem Taluka,Pura Gaon 1220,11577,203.19,60.38
Uttar Pradesh,Lucknow,Lucknow Taluka,Kalawadi 1221,9383,3831.93,55.36
Rajasthan,Jaipur,Jaipur Taluka,Chhoti Peta 1222,7647,4882.16,41.46
West Bengal,Siliguri,Siliguri Taluka,Lal Khurd 1223,4794,2546.87,79.28
Punjab,Ludhiana,Ludhiana Taluka,Naya Garh 1224,5108,652.78,61.14
Tamil Nadu,Coimbatore,Coimbatore Taluka,Kalagarh 1225,14697,4786.0,76.2
Karnataka,Mysore,Mysore Taluka,Puragaon 1226,842,1684.3,62.61
Uttar Pradesh,Kanpur,Kanpur Taluka,Pura Wadi 1227,14172,3726.35,57.45
Uttar Pradesh,Meerut,Meerut Taluka,Pura Nagar 1228,1027,3746.74,88.47
Bihar,Muzaffarpur,Muzaffarpur Taluka,Lalgaon 1229,2181,1779.8,90.4
Rajasthan,Kota,Kota Taluka,Nayakalan 1230,8964,3534.74,64.01
Rajasthan,Jodhpur,Jodhpur Taluka,Lal Gaon 1231,3871,4664.86,87.52
Karnataka,Mangalore,Mangalore Taluka,Harihalli 1232,7449,4231.26,
Haryana,Faridabad,Faridabad Taluka,Moti Garh 1233,12602,4485.35,85.71
Uttar Pradesh,Meerut,Meerut Taluka,Kalapeta 1234,2379,2425.2,44.91
West Bengal,Howrah,Howrah Taluka,Nayapeta 1235,4036,2362.57,45.51
Bihar,Muzaffarpur,Muzaffarpur Taluka,Harinagar 1236,390,1587.35,71.06
Maharashtra,Nagpur,Nagpur Taluka,Badigarh 1237,243,3444.33,64.83
Uttar Pradesh,Agra,Agra Taluka,Kalapur 1238,2192,4109.48,49.22
Maharashtra,Pune,Pune Taluka,Pura Pur 1239,,3373.51,74.23
Maharashtra,Nagpur,Nagpur Taluka,Nayahalli 1240,6175,4551.13,49.6
Haryana,Faridabad,Faridabad Taluka,Badigaon 1241,7415,3989.08,40.86
Karnataka,Mangalore,Mangalore Taluka,Lal Peta 1242,5415,3896.51,70.06
Gujarat,Surat,Surat Taluka,Naya Nagar 1243,12606,2934.28,44.29
Karnataka,Mangalore,Mangalore Taluka,Chhotinagar 1244,3007,3668.64,78.13
Maharashtra,Nagpur,Nagpur Taluka,Lalnagar 1245,10072,1626.12,69.98
Maharashtra,Pune,Pune Taluka,Naya Pur 1246,1893,3091.07,84.54
Uttar Pradesh,Agra,Agra Taluka,Nayapur 1247,1900,4572.38,63.24
Punjab,Bathinda,Bathinda Taluka,Motinagar 1248,11391,4111.83,64.28
Punjab,Patiala,Patiala Taluka,Pura Pur 1249,328,4881.66,78.78
Punjab,Bathinda,Bathinda Taluka,Chhotigaon 1250,682,1010.75,67.35
West Bengal,Kolkata,Kolkata Taluka,Naya Garh 1251,2897,2298.33,79.22
Karnataka,Belgaum,Belgaum Taluka,Harigaon 1252,1429,1580.63,46.11
Uttar Pradesh,Lucknow,Lucknow Taluka,Moti Pur 1253,6720,4627.08,41.69
Uttar Pradesh,Agra,Agra Taluka,Nayagarh 1254,7078,690.16,89.98
Maharashtra,Nagpur,Nagpur Taluka,Chhotihalli 1255,3173,2502.59,53.11
Karnataka,Mangalore,Mangalore Taluka,Lal Peta 1256,12079,2941.07,81.45
Uttar Pradesh,Kanpur,Kanpur Taluka,Navapeta 1257,1690,3962.9,87.14
Tamil Nadu,Salem,Salem Taluka,Harikalan 1258,5758,4601.1,63.63
Gujarat,Ahmedabad,Ahmedabad Taluka,Moti Garh 1259,14222,4063.31,84.99
Karnataka,Mysore,Mysore Taluka,Motipur 1260,4755,4509.64,41.42
Karnataka,Mysore,Mysore Taluka,Kala Kalan 1261,9281,3855.27,40.14
Tamil Nadu,Coimbatore,Coimbatore Taluka,Kala Kalan 1262,4371,394.04,78.61
Rajasthan,Udaipur,Udaipur Taluka,Naya Peta 1263,4393,734.55,49.26
Punjab,Patiala,Patiala Taluka,Nayapur 1264,10348,196.45,52.69
Tamil Nadu,Chennai,Chennai Taluka,Purapeta 1265,12365,2502.32,73.98
West Bengal,Siliguri,Siliguri Taluka,Badi Nagar 1266,14244,3772.77,84.02
Bihar,Gaya,Gaya Taluka,Lal Pur 1267,3688,1712.73,91.1
Tamil Nadu,Chennai,Chennai Taluka,Kalawadi 1268,8530,2312.18,59.76
Karnataka,Bangalore,Bangalore Taluka,Chhotinagar 1269,7831,3479.27,91.47
Haryana,Gurugram,Gurugram Taluka,Puranagar 1270,5921,3363.01,74.05
Gujarat,Ahmedabad,Ahmedabad Taluka,Badipur 1271,7418,204.32,74.67
Uttar Pradesh,Meerut,Meerut Taluka,Kalanagar 1272,7990,1021.04,81.13
Maharashtra,Pune,Pune Taluka,Hari Wadi 1273,11419,4308.16,90.81
Bihar,Muzaffarpur,Muzaffarpur Taluka,Motikalan 1274,5303,3318.26,60.69
Punjab,Patiala,Patiala Taluka,Badikhurd 1275,5950,2448.32,78.14
Gujarat,Rajkot,Rajkot Taluka,Kalahalli 1276,13207,173.94,78.61
Karnataka,Mangalore,Mangalore Taluka,Kalawadi 1277,2042,1196.36,
Haryana,Ambala,Ambala Taluka,Harikhurd 1278,5426,1097.68,74.7
Rajasthan,Ajmer,Ajmer Taluka,Kalahalli 1279,5821,729.11,
Maharashtra,Nagpur,Nagpur Taluka,Hari Pur 1280,7712,2323.83,74.11
Tamil Nadu,Salem,Salem Taluka,Pura Halli 1281,8819,1903.72,82.73
Haryana,Ambala,Ambala Taluka,Badinagar 1282,593,4716.61,56.13
Punjab,Ludhiana,Ludhiana Taluka,Navagarh 1283,12796,3316.93,94.05
Karnataka,Bangalore,Bangalore Taluka,Nayakalan 1284,5729,2452.48,87.82
Bihar,Muzaffarpur,Muzaffarpur Taluka,Badi Garh 1285,1672,1543.31,65.59
Bihar,Purnia,Purnia Taluka,Chhotihalli 1286,11904,1551.32,79.26
Maharashtra,Nagpur,Nagpur Taluka,Puragarh 1287,4152,1766.73,55.4
West Bengal,Howrah,Howrah Taluka,Moti Khurd 1288,1469,2552.88,71.66
Haryana,Rohtak,Rohtak Taluka,Badiwadi 1289,7848,1299.53,47.24
Maharashtra,Nagpur,Nagpur Taluka,Puragaon 1290,13869,3135.57,69.73
Maharashtra,Pune,Pune Taluka,Lalgaon 1291,13357,3976.47,63.25
Gujarat,Vadodara,Vadodara Taluka,Kala Wadi 1292,4206,3085.48,72.94
West Bengal,Howrah,Howrah Taluka,Chhoti Pur 1293,13585,4527.85,77.8
Gujarat,Ahmedabad,Ahmedabad Taluka,Chhotihalli 1294,10517,3687.16,90.72
Karnataka,Bangalore,Bangalore Taluka,Chhotiwadi 1295,4391,763.96,46.03
Maharashtra,Nagpur,Nagpur Taluka,Navapeta 1296,590,4597.76,74.2
Uttar Pradesh,Meerut,Meerut Taluka,Chhotikalan 1297,9560,3002.9,46.04
West Bengal,Kolkata,Kolkata Taluka,Lalkalan 1298,13629,929.94,57.3
Haryana,Rohtak,Rohtak Taluka,Lal Halli 1299,7564,3473.5,84.28
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Taluka,Naya Peta 1300,9424,4848.36,51.5
Gujarat,Rajkot,Rajkot Taluka,Naya Pur 1301,358,3950.62,51.79
Maharashtra,Nagpur,Nagpur Taluka,Navapeta 1302,10927,2951.41,61.58
Haryana,Gurugram,Gurugram Taluka,Harikhurd 1303,1274,4388.95,71.72
Karnataka,Bangalore,Bangalore Taluka,Navapeta 1304,14653,3489.87,92.26
Karnataka,Bangalore,Bangalore Taluka,Chhoti Halli 1305,6086,1820.16,44.26
Uttar Pradesh,Meerut,Meerut Taluka,Pura Nagar 1306,4999,4517.47,78.21
Rajasthan,Jaipur,Jaipur Taluka,Nayahalli 1307,6566,4950.67,
Gujarat,Surat,Surat Taluka,Nava Peta 1308,13743,3070.81,
Punjab,Jalandhar,Jalandhar Taluka,Pura Pur 1309,2568,3275.9,59.48
Gujarat,Bhavnagar,Bhavnagar Taluka,Nayanagar 1310,2357,1236.32,90.35
Rajasthan,Jaipur,Jaipur Taluka,Chhoti Pur 1311,2316,4396.08,52.06
Haryana,Panipat,Panipat Taluka,Chhoti Wadi 1312,691,702.89,66.77
Punjab,Ludhiana,Ludhiana Taluka,Moti Wadi 1313,9932,4168.45,82.15
Haryana,Faridabad,Faridabad Taluka,Pura Garh 1314,4091,2406.99,65.99
Haryana,Faridabad,Faridabad Taluka,Nayagarh 1315,11237,1730.63,93.74
Rajasthan,Jaipur,Jaipur Taluka,Purapeta 1316,9871,2888.65,44.91
Uttar Pradesh,Agra,Agra Taluka,Naya Pur 1317,14456,3806.98,72.83
Uttar Pradesh,Kanpur,Kanpur Taluka,Badigarh 1318,7118,4074.38,86.91
Gujarat,Vadodara,Vadodara Taluka,Lalkalan 1319,13421,248.73,40.86
Rajasthan,Jaipur,Jaipur Taluka,Kala Nagar 1320,13747,4246.56,60.32
Karnataka,Bangalore,Bangalore Taluka,Naya Wadi 1321,,1385.7,68.72
Karnataka,Mangalore,Mangalore Taluka,Naya Garh 1322,530,4735.97,45.32
Bihar,Patna,Patna Taluka,Hari Pur 1323,5637,4477.37,40.68
Maharashtra,Mumbai,Mumbai Taluka,Navakhurd 1324,11592,2648.73,52.63
Uttar Pradesh,Meerut,Meerut Taluka,Chhoti Wadi 1325,5620,1502.05,93.88
West Bengal,Darjeeling,Darjeeling Taluka,Moti Wadi 1326,7635,3086.09,92.3
West Bengal,Siliguri,Siliguri Taluka,Nava Kalan 1327,10864,1503.65,59.07
Uttar Pradesh,Kanpur,Kanpur Taluka,Pura Kalan 1328,7402,105.29,80.94
Uttar Pradesh,Agra,Agra Taluka,Lal Kalan 1329,511,1643.07,68.01
Maharashtra,Nagpur,Nagpur Taluka,Chhoti Wadi 1330,2128,894.85,
Karnataka,Mysore,Mysore Taluka,Moti Gaon 1331,11379,1934.08,54.35
Bihar,Gaya,Gaya Taluka,Harikalan 1332,10274,1280.27,91.28
West Bengal,Howrah,Howrah Taluka,Kala Khurd 1333,12011,651.62,86.1
Haryana,Faridabad,Faridabad Taluka,Harigarh 1334,10184,818.84,86.62
Bihar,Bhagalpur,Bhagalpur Taluka,Badipeta 1335,8122,4305.54,91.58
Maharashtra,Pune,Pune Taluka,Chhotikhurd 1336,14755,1141.84,88.14
Haryana,Rohtak,Rohtak Taluka,Motigaon 1337,4772,3857.22,85.43
Tamil Nadu,Madurai,Madurai Taluka,Badi Peta 1338,10785,3310.92,69.16
Gujarat,Bhavnagar,Bhavnagar Taluka,Chhotihalli 1339,7248,1677.41,55.91
Karnataka,Bangalore,Bangalore Taluka,Hari Peta 1340,9412,1259.1,82.07
Haryana,Faridabad,Faridabad Taluka,Pura Peta 1341,1325,2128.84,83.75
Tamil Nadu,Chennai,Chennai Taluka,Badigarh 1342,7232,4584.08,60.67
Bihar,Purnia,Purnia Taluka,Nayawadi 1343,11016,3548.23,83.24
Bihar,Gaya,Gaya Taluka,Chhoti Gaon 1344,1761,4108.38,61.47
Punjab,Bathinda,Bathinda Taluka,Naya Nagar 1345,2619,4612.36,70.89
Bihar,Patna,Patna Taluka,Hariwadi 1346,10958,668.71,85.74
Gujarat,Bhavnagar,Bhavnagar Taluka,Hari Gaon 1347,2687,4609.37,87.66
Karnataka,Mysore,Mysore Taluka,Harikalan 1348,,4332.37,85.74
Bihar,Patna,Patna Taluka,Lalgaon 1349,411,4140.54,56.73
Gujarat,Ahmedabad,Ahmedabad Taluka,Nava Nagar 1350,3741,920.8,
Punjab,Bathinda,Bathinda Taluka,Badi Pur 1351,14244,446.37,91.67
Maharashtra,Pune,Pune Taluka,Moti Wadi 1352,8147,3963.77,64.46
Rajasthan,Jodhpur,Jodhpur Taluka,Naya Gaon 1353,14084,737.09,40.61
Haryana,Ambala,Ambala Taluka,Lal Wadi 1354,7762,2523.52,62.27
West Bengal,Howrah,Howrah Taluka,Chhotinagar 1355,249,2752.67,42.95
Bihar,Patna,Patna Taluka,Moti Wadi 1356,5115,2858.62,88.59
West Bengal,Siliguri,Siliguri Taluka,Chhotipeta 1357,3447,3497.68,70.25
Haryana,Rohtak,Rohtak Taluka,Kalahalli 1358,13554,1925.83,65.33
Uttar Pradesh,Lucknow,Lucknow Taluka,Motikhurd 1359,,3270.87,77.49
Maharashtra,Nagpur,Nagpur Taluka,Kala Wadi 1360,9256,1845.51,47.71
Haryana,Panipat,Panipat Taluka,Nava Kalan 1361,13929,2677.25,92.32
West Bengal,Kolkata,Kolkata Taluka,Nayakalan 1362,6566,411.47,85.61
Uttar Pradesh,Lucknow,Lucknow Taluka,Kalagaon 1363,8500,2848.39,65.76
West Bengal,Darjeeling,Darjeeling Taluka,Lal Garh 1364,11809,541.0,90.27
Rajasthan,Ajmer,Ajmer Taluka,Kalahalli 1365,10847,1969.28,77.39
Bihar,Patna,Patna Taluka,Badipur 1366,10248,773.32,59.89
West Bengal,Howrah,Howrah Taluka,Nayanagar 1367,7464,3097.73,64.13
Karnataka,Mangalore,Mangalore Taluka,Badi Halli 1368,1646,2276.86,84.54
West Bengal,Darjeeling,Darjeeling Taluka,Motihalli 1369,8693,3138.27,86.33
Gujarat,Surat,Surat Taluka,Chhoti Kalan 1370,2487,103.82,73.81
Gujarat,Bhavnagar,Bhavnagar Taluka,Lal Garh 1371,1637,3669.19,40.45
Karnataka,Mysore,Mysore Taluka,Purapur 1372,13855,3068.56,47.11
Gujarat,Bhavnagar,Bhavnagar Taluka,Lalhalli 1373,754,431.26,43.08
Bihar,Purnia,Purnia Taluka,Chhotihalli 1374,9023,1252.72,54.55
Rajasthan,Kota,Kota Taluka,Badi Peta 1375,6876,1593.24,57.4
Bihar,Purnia,Purnia Taluka,Chhotipur 1376,13987,4716.9,42.86
Haryana,Gurugram,Gurugram Taluka,Moti Halli 1377,12923,1994.35,49.17
Karnataka,Belgaum,Belgaum Taluka,Lal Wadi 1378,,3109.03,61.16
Rajasthan,Jaipur,Jaipur Taluka,Naya Pur 1379,,798.08,42.76
Punjab,Bathinda,Bathinda Taluka,Badi Pur 1380,7986,2583.41,72.98
Punjab,Patiala,Patiala Taluka,Haripeta 1381,8152,1320.91,90.11
Tamil Nadu,Coimbatore,Coimbatore Taluka,Moti Gaon 1382,4479,865.44,73.99
Punjab,Bathinda,Bathinda Taluka,Puragarh 1383,4775,982.93,51.6
Uttar Pradesh,Meerut,Meerut Taluka,Lal Garh 1384,8271,2321.91,75.08
Karnataka,Bangalore,Bangalore Taluka,Badi Garh 1385,9138,494.67,56.35
Maharashtra,Nagpur,Nagpur Taluka,Nayagarh 1386,5598,1128.09,65.39
Bihar,Patna,Patna Taluka,Navanagar 1387,9000,3359.86,
Uttar Pradesh,Kanpur,Kanpur Taluka,Badi Nagar 1388,11612,1458.47,42.36
Punjab,Ludhiana,Ludhiana Taluka,Badi Peta 1389,8788,418.42,81.03
Bihar,Gaya,Gaya Taluka,Purakalan 1390,4215,298.68,70.82
Rajasthan,Udaipur,Udaipur Taluka,Naya Peta 1391,9258,420.61,70.32
Karnataka,Bangalore,Bangalore Taluka,Motipeta 1392,798,3304.14,82.98
West Bengal,Siliguri,Siliguri Taluka,Hari Wadi 1393,,4698.13,50.53
Karnataka,Mysore,Mysore Taluka,Badinagar 1394,10188,2443.44,50.87
Tamil Nadu,Salem,Salem Taluka,Chhotinagar 1395,14484,751.23,67.87
Bihar,Patna,Patna Taluka,Motipeta 1396,7201,3251.9,63.38
Gujarat,Bhavnagar,Bhavnagar Taluka,Badipur 1397,11757,3169.75,86.08
Rajasthan,Jaipur,Jaipur Taluka,Chhoti Khurd 1398,,2922.87,58.66
Maharashtra,Thane,Thane Taluka,Harinagar 1399,13744,4999.28,44.67
West Bengal,Siliguri,Siliguri Taluka,Hari Peta 1400,9701,2056.98,58.68
Tamil Nadu,Chennai,Chennai Taluka,Hariwadi 1401,13997,3470.75,55.95
West Bengal,Siliguri,Siliguri Taluka,Navakalan 1402,14697,4528.19,
Punjab,Ludhiana,Ludhiana Taluka,Navagarh 1403,117,4339.32,93.97
Karnataka,Mysore,Mysore Taluka,Lal Garh 1404,107,552.86,62.47
Gujarat,Ahmedabad,Ahmedabad Taluka,Motiwadi 1405,8441,934.3,76.76
Rajasthan,Ajmer,Ajmer Taluka,Nava Wadi 1406,12919,4072.4,77.69
Maharashtra,Mumbai,Mumbai Taluka,Kala Gaon 1407,116,1145.51,55.55
West Bengal,Siliguri,Siliguri Taluka,Nayanagar 1408,10025,345.47,90.77
Karnataka,Mangalore,Mangalore Taluka,Navakalan 1409,9575,884.62,44.51
Rajasthan,Ajmer,Ajmer Taluka,Pura Khurd 1410,9965,1977.97,52.58
Karnataka,Belgaum,Belgaum Taluka,Lal Pur 1411,12770,97.49,46.62
Gujarat,Ahmedabad,Ahmedabad Taluka,Badipur 1412,3173,818.09,91.68
Uttar Pradesh,Varanasi,Varanasi Taluka,Hari Nagar 1413,8256,4866.88,80.78
West Bengal,Siliguri,Siliguri Taluka,Hari Halli 1414,3390,545.9,78.36
Uttar Pradesh,Varanasi,Varanasi Taluka,Pura Halli 1415,1847,1183.46,44.09
Uttar Pradesh,Kanpur,Kanpur Taluka,Harihalli 1416,10637,4292.43,81.27
Haryana,Faridabad,Faridabad Taluka,Badi Pur 1417,,3932.08,79.01
Maharashtra,Thane,Thane Taluka,Motigarh 1418,6060,2723.43,61.92
Punjab,Ludhiana,Ludhiana Taluka,Kala Pur 1419,12696,274.03,48.42
West Bengal,Darjeeling,Darjeeling Taluka,Kala Garh 1420,7460,3404.79,71.4
